,year,artist.inverted,track,time,date.entered,date.peaked,week,rank,gap_week,total_time_s,date.entered.year,date.entered.month,date.entered.day,date.entered.quarter,date.peaked.year,date.peaked.month,date.peaked.day,date.peaked.quarter,genre_Electronica,genre_Gospel,genre_Jazz,genre_Latin,genre_Pop,genre_R&B,genre_Rap,genre_Reggae,genre_Rock
9533,2000,Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,2000-08-19,31,35,False,228,2000,5,13,2,2000,8,19,3,0,0,0,0,0,0,0,0,1
9850,2000,Destiny's Child,Jumpin' Jumpin',3:48,2000-05-13,2000-08-19,32,39,False,228,2000,5,13,2,2000,8,19,3,0,0,0,0,0,0,0,0,1
24,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,1,81,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
341,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,2,70,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
658,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,3,68,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
975,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,4,67,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
1292,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,5,66,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
1609,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,6,57,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
1926,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,7,54,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
2243,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,8,53,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
2560,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,9,51,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
2877,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,10,51,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
3194,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,11,51,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
3511,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,12,51,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
3828,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,13,47,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
4145,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,14,44,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
4462,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,15,38,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
4779,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,16,28,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
5096,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,17,22,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
5413,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,18,18,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
5730,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,19,18,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
6047,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,20,14,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
6364,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,21,12,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
6681,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,22,7,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
6998,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,23,6,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
7315,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,24,6,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
7632,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,25,6,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
7949,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,26,5,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
8266,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,27,5,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
8583,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,28,4,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
8900,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,29,4,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
9217,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,30,4,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
9534,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,31,4,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
9851,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,32,3,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
10168,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,33,3,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
10485,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,34,3,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
10802,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,35,4,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
11119,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,36,5,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
11436,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,37,5,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
11753,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,38,9,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
12070,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,39,9,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
12387,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,40,15,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
12704,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,41,14,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
13021,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,42,13,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
13338,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,43,14,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
13655,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,44,16,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
13972,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,45,17,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
14289,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,46,21,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
14606,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,47,22,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
14923,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,48,24,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
15240,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,49,28,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
15557,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,50,33,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
15874,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,51,42,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
16191,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,52,42,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
16508,2000,3 Doors Down,Kryptonite,3:53,2000-04-08,2000-11-11,53,49,False,233,2000,4,8,2,2000,11,11,4,0,0,0,0,0,0,0,0,1
25,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,1,74,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
342,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,2,63,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
659,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,3,35,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
976,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,4,26,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
1293,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,5,26,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
1610,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,6,23,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
1927,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,7,20,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
2244,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,8,16,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
2561,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,9,13,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
2878,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,10,10,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
3195,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,11,6,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
3512,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,12,6,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
3829,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,13,5,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
4146,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,14,4,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
4463,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,15,4,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
4780,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,16,4,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
5097,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,17,3,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
5414,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,18,3,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
5731,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,19,4,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
6048,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,20,3,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
6365,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,21,7,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
6682,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,22,8,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
6999,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,23,13,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
7316,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,24,17,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
7633,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,25,24,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
7950,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,26,31,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
8267,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,27,43,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
8584,2000,Sisqo,Thong Song,4:05,2000-01-29,2000-05-20,28,46,False,245,2000,1,29,1,2000,5,20,2,0,0,0,0,0,0,0,0,1
26,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,1,50,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
343,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,2,39,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
660,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,3,30,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
977,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,4,28,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
1294,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,5,21,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
1611,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,6,19,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
1928,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,7,20,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
2245,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,8,17,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
2562,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,9,17,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
2879,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,10,17,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
3196,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,11,17,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
3513,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,12,3,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
3830,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,13,3,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
4147,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,14,7,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
4464,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,15,10,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
4781,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,16,17,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
5098,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,17,25,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
5415,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,18,29,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
5732,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,19,29,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
6049,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,20,40,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
6366,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,21,43,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
6683,2000,Christina Aguilera,I Turn To You,4:00,2000-04-15,2000-07-01,22,50,False,240,2000,4,15,2,2000,7,1,3,0,0,0,0,0,0,0,0,1
27,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,1,81,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
344,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,2,68,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
661,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,3,44,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
978,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,4,16,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
1295,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,5,11,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
1612,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,6,9,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
1929,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,7,8,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
2246,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,8,7,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
2563,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,9,8,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
2880,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,10,7,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
3197,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,11,8,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
3514,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,12,8,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
3831,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,13,6,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
4148,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,14,6,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
4465,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,15,5,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
4782,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,16,5,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
5099,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,17,5,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
5416,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,18,5,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
5733,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,19,4,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
6050,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,20,6,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
6367,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,21,10,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
6684,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,22,10,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
7001,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,23,11,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
7318,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,24,20,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
7635,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,25,22,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
7952,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,26,27,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
8269,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,27,34,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
8586,2000,Whitney Houston,My Love Is Your Love,4:16,1999-09-04,2000-01-08,28,49,False,256,1999,9,4,3,2000,1,8,1,0,0,0,0,0,0,0,0,1
28,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,1,94,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
345,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,2,86,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
662,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,3,69,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
979,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,4,50,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
1296,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,5,41,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
1613,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,6,33,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
1930,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,7,32,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
2247,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,8,28,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
2564,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,9,28,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
2881,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,10,27,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
3198,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,11,27,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
3515,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,12,25,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
3832,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,13,23,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
4149,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,14,20,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
4466,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,15,17,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
4783,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,16,15,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
5100,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,17,14,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
5417,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,18,11,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
5734,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,19,11,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
6051,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,20,14,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
6368,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,21,11,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
6685,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,22,11,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
7002,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,23,10,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
7319,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,24,12,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
7636,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,25,10,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
7953,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,26,6,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
8270,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,27,4,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
8587,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,28,5,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
8904,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,29,4,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
9221,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,30,5,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
9538,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,31,5,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
9855,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,32,7,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
10172,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,33,6,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
10489,2000,Joe,I Wanna Know,4:57,2000-01-01,2000-07-01,34,8,False,297,2000,1,1,1,2000,7,1,3,0,0,0,0,0,0,0,0,1
