,year,artist.inverted,track,time,genre,date.entered,date.peaked,week,rank,gap_week
2556,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,9,2,False
2873,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,10,4,False
3190,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,11,4,False
3507,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,12,5,False
3824,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,13,11,False
4141,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,14,12,False
4458,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,15,16,False
4775,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,16,15,False
5092,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,17,14,False
5409,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,18,14,False
5726,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,19,12,False
6043,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,20,10,False
6360,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,21,11,False
6677,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,22,13,False
6994,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,23,13,False
7311,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,24,13,False
7628,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,25,15,False
7945,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,26,16,False
8262,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,27,14,False
8579,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,28,13,False
8896,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,29,17,False
9213,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,30,19,False
9530,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,31,23,False
9847,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,32,29,False
10164,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,33,37,False
10481,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,34,33,False
10798,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,35,34,False
11115,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,36,41,False
11432,2000,Toni Braxton,He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,48,False
21,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,1,77,False
338,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,2,54,False
655,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,3,50,False
972,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,4,43,False
1289,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,5,30,False
1606,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,6,27,False
1923,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,7,21,False
2240,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,8,18,False
2557,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,9,15,False
2874,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,10,13,False
3191,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,11,13,False
3508,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,12,13,False
3825,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,13,13,False
4142,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,14,5,False
4459,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,15,2,False
4776,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,16,2,False
5093,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,17,5,False
5410,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,18,7,False
5727,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,19,9,False
6044,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,20,12,False
6361,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,21,12,False
6678,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,22,16,False
6995,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,23,20,False
7312,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,24,20,False
7629,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,25,22,False
7946,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,26,25,False
8263,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,27,26,False
8580,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,28,29,False
8897,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,29,35,False
9214,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,30,33,False
9531,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,31,40,False
9848,2000,Marc Anthony,You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,44,False
22,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,1,51,False
339,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,2,39,False
656,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,3,34,False
973,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,4,26,False
1290,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,5,26,False
1607,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,6,19,False
1924,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,7,2,False
2241,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,8,2,False
2558,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,9,3,False
2875,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,10,6,False
3192,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,11,7,False
3509,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,12,22,False
3826,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,13,29,False
4143,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,14,36,False
4460,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,15,47,False
4777,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,16,67,False
5094,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,17,66,False
5411,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,18,84,False
5728,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,19,93,False
6045,2000,98°,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,94,False
23,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,1,74,False
340,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,2,71,False
657,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,3,65,False
974,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,4,62,False
1291,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,5,57,False
1608,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,6,50,False
1925,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,7,40,False
2242,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,8,37,False
2559,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,9,22,False
2876,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,10,18,False
3193,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,11,13,False
3510,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,12,8,False
3827,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,13,6,False
4144,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,14,4,False
4461,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,15,3,False
4778,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,16,4,False
5095,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,17,3,False
5412,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,18,3,False
5729,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,19,3,False
6046,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,20,3,False
6363,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,21,4,False
6680,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,22,4,False
6997,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,23,6,False
7314,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,24,7,False
7631,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,25,6,False
7948,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,26,8,False
8265,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,27,10,False
8582,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,28,15,False
8899,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,29,24,False
9216,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,30,30,False
9533,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,31,35,False
9850,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,39,False
24,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,1,81,False
341,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,2,70,False
658,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,3,68,False
975,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,4,67,False
1292,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,5,66,False
1609,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,6,57,False
1926,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,7,54,False
2243,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,8,53,False
2560,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,9,51,False
2877,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,10,51,False
3194,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,11,51,False
3511,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,12,51,False
3828,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,13,47,False
4145,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,14,44,False
4462,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,15,38,False
4779,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,16,28,False
5096,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,17,22,False
5413,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,18,18,False
5730,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,19,18,False
6047,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,20,14,False
6364,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,21,12,False
6681,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,22,7,False
6998,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,23,6,False
7315,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,24,6,False
7632,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,25,6,False
7949,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,26,5,False
8266,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,27,5,False
8583,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,28,4,False
8900,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,29,4,False
9217,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,30,4,False
9534,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,31,4,False
9851,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,32,3,False
10168,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,33,3,False
10485,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,34,3,False
10802,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,35,4,False
11119,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,36,5,False
11436,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,37,5,False
11753,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,38,9,False
12070,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,39,9,False
12387,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,40,15,False
12704,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,41,14,False
13021,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,42,13,False
13338,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,43,14,False
13655,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,44,16,False
13972,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,45,17,False
14289,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,46,21,False
14606,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,47,22,False
14923,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,48,24,False
15240,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,49,28,False
15557,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,50,33,False
15874,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,51,42,False
16191,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,52,42,False
16508,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,49,False
25,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,1,74,False
342,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,2,63,False
659,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,3,35,False
976,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,4,26,False
1293,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,5,26,False
1610,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,6,23,False
1927,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,7,20,False
2244,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,8,16,False
2561,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,9,13,False
2878,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,10,10,False
3195,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,11,6,False
3512,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,12,6,False
3829,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,13,5,False
4146,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,14,4,False
4463,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,15,4,False
4780,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,16,4,False
5097,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,17,3,False
5414,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,18,3,False
5731,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,19,4,False
6048,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,20,3,False
6365,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,21,7,False
6682,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,22,8,False
6999,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,23,13,False
7316,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,24,17,False
7633,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,25,24,False
7950,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,26,31,False
8267,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,27,43,False
8584,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,46,False
26,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,1,50,False
343,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,2,39,False
660,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,3,30,False
977,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,4,28,False
1294,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,5,21,False
1611,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,6,19,False
1928,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,7,20,False
2245,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,8,17,False
2562,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,9,17,False
2879,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,10,17,False
3196,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,11,17,False
3513,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,12,3,False
3830,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,13,3,False
4147,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,14,7,False
4464,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,15,10,False
4781,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,16,17,False
5098,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,17,25,False
5415,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,18,29,False
5732,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,19,29,False
6049,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,20,40,False
6366,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,21,43,False
6683,2000,Christina Aguilera,I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,50,False
27,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,1,81,False
344,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,2,68,False
661,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,3,44,False
978,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,4,16,False
1295,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,5,11,False
1612,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,6,9,False
1929,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,7,8,False
2246,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,8,7,False
2563,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,9,8,False
2880,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,10,7,False
3197,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,11,8,False
3514,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,12,8,False
3831,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,13,6,False
4148,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,14,6,False
4465,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,15,5,False
4782,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,16,5,False
5099,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,17,5,False
5416,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,18,5,False
5733,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,19,4,False
6050,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,20,6,False
6367,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,21,10,False
6684,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,22,10,False
7001,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,23,11,False
7318,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,24,20,False
7635,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,25,22,False
7952,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,26,27,False
8269,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,27,34,False
8586,2000,Whitney Houston,My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,49,False
28,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,1,94,False
345,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,2,86,False
662,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,3,69,False
979,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,4,50,False
1296,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,5,41,False
1613,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,6,33,False
1930,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,7,32,False
2247,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,8,28,False
2564,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,9,28,False
2881,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,10,27,False
3198,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,11,27,False
3515,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,12,25,False
3832,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,13,23,False
4149,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,14,20,False
4466,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,15,17,False
4783,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,16,15,False
5100,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,17,14,False
5417,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,18,11,False
5734,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,19,11,False
6051,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,20,14,False
6368,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,21,11,False
6685,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,22,11,False
7002,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,23,10,False
7319,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,24,12,False
7636,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,25,10,False
7953,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,26,6,False
8270,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,27,4,False
8587,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,28,5,False
8904,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,29,4,False
9221,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,30,5,False
9538,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,31,5,False
9855,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,32,7,False
10172,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,33,6,False
10489,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,34,8,False
